,city,state,city_size,mode,n,percent,moe,state_abb,state_region
1268,St. Charles,Missouri,Small,Bike,120,0.4,0.2,MO,North Central
1269,St. Clair Shores,Michigan,Small,Bike,38,0.1,0.1,MI,North Central
1270,St. Cloud,Florida,Small,Bike,98,0.6,0.5,FL,South
1271,St. Cloud,Minnesota,Small,Bike,337,1.0,0.4,MN,North Central
1272,St. George,Utah,Small,Bike,178,0.6,0.5,UT,West
1273,St. Joseph,Missouri,Small,Bike,20,0.1,0.1,MO,North Central
1274,St. Louis Park,Minnesota,Small,Bike,333,1.3,0.4,MN,North Central
1275,St. Peters,Missouri,Small,Bike,0,0.0,0.1,MO,North Central
1276,Stanton,California,Small,Bike,260,1.5,1.1,CA,West
1277,Starkville,Mississippi,Small,Bike,220,2.1,2.2,MS,South
1278,State College,Pennsylvania,Small,Bike,637,4.2,1.3,PA,Northeast
1279,Statesboro,Georgia,Small,Bike,90,0.8,0.7,GA,South
1280,Statesville,North Carolina,Small,Bike,9,0.1,0.2,NC,South
1281,Staunton,Virginia,Small,Bike,58,0.5,0.4,VA,South
1282,Stevens Point,Wisconsin,Small,Bike,630,4.7,1.2,WI,North Central
1283,Stillwater,Oklahoma,Small,Bike,549,2.4,0.8,OK,South
1284,Stockbridge,Georgia,Small,Bike,0,0.0,0.4,GA,South
1285,Stow,Ohio,Small,Bike,10,0.1,0.1,OH,North Central
1286,Streamwood,Illinois,Small,Bike,48,0.2,0.2,IL,North Central
1287,Strongsville,Ohio,Small,Bike,0,0.0,0.1,OH,North Central
1288,Suffolk,Virginia,Small,Bike,44,0.1,0.1,VA,South
1289,Sugar Land,Texas,Small,Bike,99,0.3,0.3,TX,South
1290,Suisun City,California,Small,Bike,71,0.5,0.5,CA,West
1291,Sulphur,Louisiana,Small,Bike,0,0.0,0.4,LA,South
1292,Summerville,South Carolina,Small,Bike,86,0.4,0.4,SC,South
1293,Summit,New Jersey,Small,Bike,51,0.5,0.4,NJ,Northeast
1294,Sumter,South Carolina,Small,Bike,72,0.4,0.4,SC,South
1295,Sun Prairie,Wisconsin,Small,Bike,0,0.0,0.1,WI,North Central
1296,Sunny Isles Beach,Florida,Small,Bike,10,0.1,0.2,FL,South
1297,Sunrise,Florida,Small,Bike,23,0.1,0.1,FL,South
1298,Superior,Wisconsin,Small,Bike,124,0.9,0.7,WI,North Central
1299,Sweetwater,Florida,Small,Bike,0,0.0,0.6,FL,South
1300,Syracuse,Utah,Small,Bike,38,0.3,0.4,UT,West
1301,Tamarac,Florida,Small,Bike,77,0.3,0.2,FL,South
1302,Tarpon Springs,Florida,Small,Bike,56,0.6,0.7,FL,South
1303,Taunton,Massachusetts,Small,Bike,68,0.3,0.3,MA,Northeast
1304,Taylor,Michigan,Small,Bike,87,0.4,0.2,MI,North Central
1305,Taylorsville,Utah,Small,Bike,107,0.4,0.3,UT,West
1306,Temple City,California,Small,Bike,67,0.4,0.3,CA,West
1307,Temple,Texas,Small,Bike,80,0.3,0.2,TX,South
1308,Temple Terrace,Florida,Small,Bike,65,0.5,0.6,FL,South
1309,Terre Haute,Indiana,Small,Bike,220,0.9,0.4,IN,North Central
1310,Texarkana,Arkansas,Small,Bike,15,0.1,0.2,AR,South
1311,Texarkana,Texas,Small,Bike,59,0.4,0.7,TX,South
1312,Texas City,Texas,Small,Bike,48,0.3,0.3,TX,South
1313,The Colony,Texas,Small,Bike,0,0.0,0.2,TX,South
1314,Thomasville,North Carolina,Small,Bike,15,0.1,0.2,NC,South
1315,Tigard,Oregon,Small,Bike,192,0.8,0.3,OR,West
1316,Tinley Park,Illinois,Small,Bike,32,0.1,0.1,IL,North Central
1317,Titusville,Florida,Small,Bike,52,0.3,0.3,FL,South
1318,Tooele,Utah,Small,Bike,91,0.7,0.6,UT,West
1319,Torrington,Connecticut,Small,Bike,32,0.2,0.2,CT,Northeast
1320,Tracy,California,Small,Bike,132,0.4,0.3,CA,West
1321,Trenton,New Jersey,Small,Bike,343,1.0,0.4,NJ,Northeast
1322,Trotwood,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
1323,Troy,Michigan,Small,Bike,88,0.2,0.1,MI,North Central
1324,Troy,New York,Small,Bike,29,0.1,0.1,NY,Northeast
1325,Troy,Ohio,Small,Bike,54,0.5,0.5,OH,North Central
1326,Trussville,Alabama,Small,Bike,0,0.0,0.4,AL,South
1327,Tualatin,Oregon,Small,Bike,50,0.4,0.3,OR,West
1328,Tulare,California,Small,Bike,30,0.1,0.1,CA,West
1329,Tupelo,Mississippi,Small,Bike,7,0.0,0.1,MS,South
1330,Turlock,California,Small,Bike,213,0.8,0.4,CA,West
1331,Tuscaloosa,Alabama,Small,Bike,250,0.7,0.4,AL,South
1332,Tustin,California,Small,Bike,367,1.0,0.6,CA,West
1333,Twentynine Palms,California,Small,Bike,3,0.0,0.1,CA,West
1334,Twin Falls,Idaho,Small,Bike,156,0.8,0.6,ID,West
1335,Tyler,Texas,Small,Bike,96,0.2,0.2,TX,South
1336,Union City,California,Small,Bike,69,0.2,0.2,CA,West
1337,Union City,Georgia,Small,Bike,0,0.0,0.5,GA,South
1338,Union City,New Jersey,Small,Bike,8,0.0,0.1,NJ,Northeast
1339,University City,Missouri,Small,Bike,209,1.2,0.6,MO,North Central
1340,University Park,Texas,Small,Bike,50,0.5,0.3,TX,South
1341,University Place,Washington,Small,Bike,0,0.0,0.2,WA,West
1342,Upland,California,Small,Bike,116,0.3,0.2,CA,West
1343,Upper Arlington,Ohio,Small,Bike,90,0.5,0.4,OH,North Central
1344,Urbana,Illinois,Small,Bike,1131,5.8,1.2,IL,North Central
1345,Urbandale,Iowa,Small,Bike,26,0.1,0.1,IA,North Central
1346,Utica,New York,Small,Bike,80,0.3,0.2,NY,Northeast
1347,Vacaville,California,Small,Bike,171,0.4,0.3,CA,West
1348,Valdosta,Georgia,Small,Bike,288,1.2,0.8,GA,South
1349,Valley Stream,New York,Small,Bike,0,0.0,0.2,NY,Northeast
1350,Valparaiso,Indiana,Small,Bike,198,1.4,0.8,IN,North Central
1351,Van Buren,Arkansas,Small,Bike,0,0.0,0.3,AR,South
1352,Venice,Florida,Small,Bike,251,4.5,1.9,FL,South
1353,Vernon Hills,Illinois,Small,Bike,91,0.7,0.5,IL,North Central
1354,Vestavia Hills,Alabama,Small,Bike,58,0.4,0.5,AL,South
1355,Vicksburg,Mississippi,Small,Bike,0,0.0,0.4,MS,South
1356,Victoria,Texas,Small,Bike,139,0.5,0.4,TX,South
1357,Villa Park,Illinois,Small,Bike,108,1.0,0.9,IL,North Central
1358,Vineland,New Jersey,Small,Bike,0,0.0,0.1,NJ,Northeast
1359,Vista,California,Small,Bike,143,0.4,0.2,CA,West
1360,Wadsworth,Ohio,Small,Bike,58,0.6,0.7,OH,North Central
1361,Wake Forest,North Carolina,Small,Bike,19,0.1,0.2,NC,South
1362,Walker,Michigan,Small,Bike,13,0.1,0.2,MI,North Central
1363,Walla Walla,Washington,Small,Bike,393,3.1,1.1,WA,West
1364,Walnut,California,Small,Bike,0,0.0,0.3,CA,West
1365,Walnut Creek,California,Small,Bike,249,0.8,0.3,CA,West
1366,Waltham,Massachusetts,Small,Bike,277,0.8,0.4,MA,Northeast
1367,Warner Robins,Georgia,Small,Bike,65,0.2,0.2,GA,South
1368,Warren,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
1369,Warwick,Rhode Island,Small,Bike,54,0.1,0.1,RI,Northeast
1370,Wasco,California,Small,Bike,0,0.0,0.5,CA,West
1371,Washington,Utah,Small,Bike,10,0.1,0.3,UT,West
1372,Watauga,Texas,Small,Bike,0,0.0,0.3,TX,South
1373,Waterloo,Iowa,Small,Bike,68,0.2,0.2,IA,North Central
1374,Watertown,New York,Small,Bike,81,0.7,0.6,NY,Northeast
1375,Watertown,South Dakota,Small,Bike,37,0.3,0.5,SD,North Central
1376,Watertown,Wisconsin,Small,Bike,105,0.9,0.6,WI,North Central
1377,Watertown Town,Massachusetts,Small,Bike,210,1.1,0.5,MA,Northeast
1378,Watsonville,California,Small,Bike,194,0.9,0.5,CA,West
1379,Waukegan,Illinois,Small,Bike,119,0.3,0.2,IL,North Central
1380,Waukesha,Wisconsin,Small,Bike,176,0.5,0.3,WI,North Central
1381,Wausau,Wisconsin,Small,Bike,190,1.0,0.4,WI,North Central
1382,Wauwatosa,Wisconsin,Small,Bike,147,0.6,0.3,WI,North Central
1383,Waxahachie,Texas,Small,Bike,45,0.3,0.4,TX,South
1384,Waynesboro,Virginia,Small,Bike,31,0.3,0.4,VA,South
1385,Weatherford,Texas,Small,Bike,14,0.1,0.2,TX,South
1386,Webster Groves,Missouri,Small,Bike,27,0.2,0.3,MO,North Central
1387,Wellington,Florida,Small,Bike,50,0.2,0.2,FL,South
1388,Wenatchee,Washington,Small,Bike,215,1.5,0.9,WA,West
1389,Wentzville,Missouri,Small,Bike,0,0.0,0.2,MO,North Central
1390,Weslaco,Texas,Small,Bike,0,0.0,0.3,TX,South
1391,West Allis,Wisconsin,Small,Bike,70,0.2,0.1,WI,North Central
1392,West Bend,Wisconsin,Small,Bike,98,0.6,0.3,WI,North Central
1393,West Chicago,Illinois,Small,Bike,66,0.5,0.4,IL,North Central
1394,West Des Moines,Iowa,Small,Bike,31,0.1,0.1,IA,North Central
1395,West Fargo,North Dakota,Small,Bike,10,0.1,0.1,ND,North Central
1396,West Haven,Connecticut,Small,Bike,20,0.1,0.1,CT,Northeast
1397,West Hollywood,California,Small,Bike,117,0.5,0.4,CA,West
1398,West Lafayette,Indiana,Small,Bike,477,3.7,1.2,IN,North Central
1399,West Linn,Oregon,Small,Bike,54,0.4,0.4,OR,West
1400,West Memphis,Arkansas,Small,Bike,5,0.1,0.1,AR,South
1401,West Mifflin,Pennsylvania,Small,Bike,0,0.0,0.3,PA,Northeast
1402,West New York,New Jersey,Small,Bike,8,0.0,0.1,NJ,Northeast
1403,West Sacramento,California,Small,Bike,241,1.2,0.6,CA,West
1404,West Springfield Town,Massachusett,Small,Bike,23,0.2,0.2,,
1405,Westerville,Ohio,Small,Bike,61,0.3,0.4,OH,North Central
1406,Westfield,Indiana,Small,Bike,117,0.8,0.7,IN,North Central
1407,Westfield,Massachusetts,Small,Bike,70,0.4,0.4,MA,Northeast
1408,Westfield,New Jersey,Small,Bike,44,0.3,0.3,NJ,Northeast
1409,Westlake,Ohio,Small,Bike,25,0.2,0.2,OH,North Central
1410,Westland,Michigan,Small,Bike,43,0.1,0.1,MI,North Central
1411,Westminster,California,Small,Bike,440,1.2,0.6,CA,West
1412,Westmont,Illinois,Small,Bike,38,0.3,0.3,IL,North Central
1413,Weston,Florida,Small,Bike,0,0.0,0.1,FL,South
1414,Weymouth Town,Massachusetts,Small,Bike,24,0.1,0.1,MA,Northeast
1415,Wheat Ridge,Colorado,Small,Bike,136,0.9,0.6,CO,West
1416,Wheaton,Illinois,Small,Bike,98,0.4,0.2,IL,North Central
1417,Wheeling,West Virginia,Small,Bike,17,0.1,0.2,WV,South
1418,Wheeling,Illinois,Small,Bike,113,0.6,0.4,IL,North Central
1419,White Bear Lake,Minnesota,Small,Bike,37,0.3,0.2,MN,North Central
1420,White Plains,New York,Small,Bike,118,0.4,0.3,NY,Northeast
1421,Whittier,California,Small,Bike,168,0.4,0.2,CA,West
1422,Wildomar,California,Small,Bike,10,0.1,0.1,CA,West
1423,Wildwood,Missouri,Small,Bike,2,0.0,0.1,MO,North Central
1424,Wilkes-Barre,Pennsylvania,Small,Bike,48,0.3,0.2,PA,Northeast
1425,Williamsport,Pennsylvania,Small,Bike,202,1.6,0.7,PA,Northeast
1426,Willoughby,Ohio,Small,Bike,36,0.3,0.2,OH,North Central
1427,Wilmette,Illinois,Small,Bike,55,0.5,0.3,IL,North Central
1428,Wilmington,Delaware,Small,Bike,89,0.3,0.2,DE,South
1429,Wilson,North Carolina,Small,Bike,53,0.3,0.2,NC,South
1430,Wilsonville,Oregon,Small,Bike,0,0.0,0.4,OR,West
1431,Winchester,Virginia,Small,Bike,89,0.7,0.6,VA,South
1432,Windsor,California,Small,Bike,22,0.2,0.2,CA,West
1433,Winona,Minnesota,Small,Bike,460,3.1,1.0,MN,North Central
1434,Winter Garden,Florida,Small,Bike,286,1.7,1.3,FL,South
1435,Winter Haven,Florida,Small,Bike,40,0.3,0.4,FL,South
1436,Winter Park,Florida,Small,Bike,327,2.6,2.0,FL,South
1437,Winter Springs,Florida,Small,Bike,93,0.6,0.5,FL,South
1438,Woburn,Massachusetts,Small,Bike,28,0.1,0.2,MA,Northeast
1439,Woodburn,Oregon,Small,Bike,88,0.9,0.8,OR,West
1440,Woodbury,Minnesota,Small,Bike,53,0.2,0.1,MN,North Central
1441,Woodland,California,Small,Bike,536,2.2,0.6,CA,West
1442,Woodridge,Illinois,Small,Bike,20,0.1,0.1,IL,North Central
1443,Woodstock,Georgia,Small,Bike,0,0.0,0.3,GA,South
1444,Woodstock,Illinois,Small,Bike,20,0.2,0.2,IL,North Central
1445,Woonsocket,Rhode Island,Small,Bike,12,0.1,0.1,RI,Northeast
1446,Wooster,Ohio,Small,Bike,15,0.1,0.2,OH,North Central
1447,Wyandotte,Michigan,Small,Bike,74,0.6,0.4,MI,North Central
1448,Wylie,Texas,Small,Bike,0,0.0,0.2,TX,South
1449,Wyoming,Michigan,Small,Bike,69,0.2,0.2,MI,North Central
1450,Xenia,Ohio,Small,Bike,43,0.4,0.4,OH,North Central
1451,Yakima,Washington,Small,Bike,112,0.3,0.2,WA,West
1452,Yorba Linda,California,Small,Bike,84,0.3,0.2,CA,West
1453,York,Pennsylvania,Small,Bike,178,1.1,0.7,PA,Northeast
1454,Youngstown,Ohio,Small,Bike,6,0.0,0.1,OH,North Central
1455,Yuba City,California,Small,Bike,71,0.3,0.2,CA,West
1456,Yucaipa,California,Small,Bike,41,0.2,0.2,CA,West
1457,Yucca Valley,California,Small,Bike,31,0.4,0.5,CA,West
1458,Yukon,Oklahoma,Small,Bike,53,0.5,0.5,OK,South
1459,Yuma,Arizona,Small,Bike,207,0.5,0.4,AZ,West
1460,Zanesville,Ohio,Small,Bike,0,0.0,0.3,OH,North Central
1461,Zion,Illinois,Small,Bike,17,0.2,0.2,IL,North Central
1462,Zionsville,Indiana,Small,Bike,14,0.1,0.2,IN,North Central
1463,Abilene,Texas,Medium,Bike,227,0.4,0.2,TX,South
1464,Akron,Ohio,Medium,Bike,159,0.2,0.1,OH,North Central
1465,Alexandria,Virginia,Medium,Bike,864,1.0,0.2,VA,South
1466,Allentown,Pennsylvania,Medium,Bike,186,0.4,0.2,PA,Northeast
1467,Amarillo,Texas,Medium,Bike,184,0.2,0.1,TX,South
1468,Ann Arbor,Michigan,Medium,Bike,2063,3.7,0.5,MI,North Central
1469,Antioch,California,Medium,Bike,115,0.3,0.2,CA,West
1470,Arvada,Colorado,Medium,Bike,303,0.6,0.2,CO,West
1471,Aurora,Illinois,Medium,Bike,327,0.4,0.2,IL,North Central
1472,Beaumont,Texas,Medium,Bike,119,0.2,0.1,TX,South
1473,Bellevue,Washington,Medium,Bike,324,0.5,0.2,WA,West
1474,Berkeley,California,Medium,Bike,4348,8.1,1.0,CA,West
1475,Billings,Montana,Medium,Bike,502,0.9,0.3,MT,West
1476,Boulder,Colorado,Medium,Bike,5507,10.5,1.0,CO,West
1477,Bridgeport,Connecticut,Medium,Bike,185,0.3,0.2,CT,Northeast
1478,Broken Arrow,Oklahoma,Medium,Bike,8,0.0,0.1,OK,South
1479,Brownsville,Texas,Medium,Bike,94,0.1,0.1,TX,South
1480,Burbank,California,Medium,Bike,593,1.1,0.4,CA,West
1481,Cambridge,Massachusetts,Medium,Bike,4173,7.2,0.8,MA,Northeast
1482,Cape Coral,Florida,Medium,Bike,271,0.4,0.2,FL,South
1483,Carlsbad,California,Medium,Bike,287,0.6,0.3,CA,West
1484,Carrollton,Texas,Medium,Bike,105,0.2,0.1,TX,South
1485,Cary,North Carolina,Medium,Bike,121,0.2,0.1,NC,South
1486,Cedar Rapids,Iowa,Medium,Bike,262,0.4,0.2,IA,North Central
1487,Centennial,Colorado,Medium,Bike,263,0.5,0.2,CO,West
1488,Charleston,South Carolina,Medium,Bike,1375,2.2,0.4,SC,South
1489,Chattanooga,Tennessee,Medium,Bike,356,0.5,0.2,TN,South
1490,Clarksville,Tennessee,Medium,Bike,75,0.1,0.1,TN,South
1491,Clearwater,Florida,Medium,Bike,673,1.4,0.6,FL,South
1492,Columbia,Missouri,Medium,Bike,777,1.4,0.4,MO,North Central
1493,Columbia,South Carolina,Medium,Bike,343,0.5,0.2,SC,South
1494,Columbus,Georgia,Medium,Bike,187,0.2,0.1,GA,South
1495,Concord,California,Medium,Bike,546,0.9,0.3,CA,West
1496,Coral Springs,Florida,Medium,Bike,218,0.4,0.2,FL,South
1497,Corona,California,Medium,Bike,113,0.2,0.1,CA,West
1498,Costa Mesa,California,Medium,Bike,1295,2.2,0.6,CA,West
1499,Daly City,California,Medium,Bike,113,0.2,0.1,CA,West
1500,Davenport,Iowa,Medium,Bike,168,0.4,0.2,IA,North Central
1501,Dayton,Ohio,Medium,Bike,350,0.6,0.2,OH,North Central
1502,Denton,Texas,Medium,Bike,731,1.3,0.4,TX,South
1503,Downey,California,Medium,Bike,108,0.2,0.1,CA,West
1504,El Cajon,California,Medium,Bike,92,0.2,0.1,CA,West
1505,El Monte,California,Medium,Bike,500,1.1,0.5,CA,West
1506,Elgin,Illinois,Medium,Bike,122,0.2,0.2,IL,North Central
1507,Elizabeth,New Jersey,Medium,Bike,248,0.4,0.3,NJ,Northeast
1508,Elk Grove,California,Medium,Bike,337,0.5,0.2,CA,West
1509,Erie,Pennsylvania,Medium,Bike,238,0.6,0.3,PA,Northeast
1510,Escondido,California,Medium,Bike,411,0.7,0.3,CA,West
1511,Eugene,Oregon,Medium,Bike,6066,8.7,0.9,OR,West
1512,Evansville,Indiana,Medium,Bike,373,0.7,0.2,IN,North Central
1513,Everett,Washington,Medium,Bike,250,0.5,0.2,WA,West
1514,Fairfield,California,Medium,Bike,105,0.2,0.1,CA,West
1515,Fargo,North Dakota,Medium,Bike,675,1.1,0.3,ND,North Central
1516,Flint,Michigan,Medium,Bike,59,0.2,0.2,MI,North Central
1517,Fort Collins,Colorado,Medium,Bike,5182,6.8,0.6,CO,West
1518,Fort Lauderdale,Florida,Medium,Bike,1149,1.5,0.3,FL,South
1519,Frisco,Texas,Medium,Bike,52,0.1,0.1,TX,South
1520,Fullerton,California,Medium,Bike,555,0.9,0.3,CA,West
1521,Gainesville,Florida,Medium,Bike,3623,6.5,1.0,FL,South
1522,Garden Grove,California,Medium,Bike,629,0.8,0.3,CA,West
1523,Glendale,California,Medium,Bike,472,0.5,0.2,CA,West
1524,Grand Prairie,Texas,Medium,Bike,60,0.1,0.1,TX,South
1525,Grand Rapids,Michigan,Medium,Bike,732,0.9,0.3,MI,North Central
1526,Green Bay,Wisconsin,Medium,Bike,313,0.6,0.2,WI,North Central
1527,Gresham,Oregon,Medium,Bike,215,0.5,0.3,OR,West
1528,Hampton,Virginia,Medium,Bike,91,0.1,0.1,VA,South
1529,Hartford,Connecticut,Medium,Bike,364,0.8,0.5,CT,Northeast
1530,Hayward,California,Medium,Bike,187,0.3,0.2,CA,West
1531,High Point,North Carolina,Medium,Bike,75,0.2,0.1,NC,South
1532,Hollywood,Florida,Medium,Bike,742,1.1,0.5,FL,South
1533,Huntington Beach,California,Medium,Bike,1253,1.3,0.3,CA,West
1534,Huntsville,Alabama,Medium,Bike,103,0.1,0.1,AL,South
1535,Independence,Missouri,Medium,Bike,49,0.1,0.1,MO,North Central
1536,Inglewood,California,Medium,Bike,280,0.6,0.3,CA,West
1537,Jackson,Mississippi,Medium,Bike,70,0.1,0.1,MS,South
1538,Joliet,Illinois,Medium,Bike,81,0.1,0.1,IL,North Central
1539,Kansas City,Kansas,Medium,Bike,76,0.1,0.1,KS,North Central
1540,Kenosha,Wisconsin,Medium,Bike,158,0.4,0.2,WI,North Central
1541,Kent,Washington,Medium,Bike,61,0.1,0.1,WA,West
1542,Killeen,Texas,Medium,Bike,134,0.2,0.2,TX,South
1543,Knoxville,Tennessee,Medium,Bike,440,0.5,0.2,TN,South
1544,Lafayette,Louisiana,Medium,Bike,513,0.9,0.3,LA,South
1545,Lakewood,Colorado,Medium,Bike,546,0.8,0.3,CO,West
1546,Lancaster,California,Medium,Bike,74,0.1,0.1,CA,West
1547,Lansing,Michigan,Medium,Bike,668,1.3,0.4,MI,North Central
1548,Las Cruces,New Mexico,Medium,Bike,602,1.4,0.6,NM,West
1549,Little Rock,Arkansas,Medium,Bike,60,0.1,0.1,AR,South
1550,Lowell,Massachusetts,Medium,Bike,142,0.3,0.2,MA,Northeast
1551,Manchester,New Hampshire,Medium,Bike,102,0.2,0.1,NH,Northeast
1552,McAllen,Texas,Medium,Bike,32,0.1,0.1,TX,South
1553,McKinney,Texas,Medium,Bike,74,0.1,0.1,TX,South
1554,Mesquite,Texas,Medium,Bike,94,0.1,0.1,TX,South
1555,Miami Gardens,Florida,Medium,Bike,78,0.2,0.1,FL,South
1556,Midland,Texas,Medium,Bike,98,0.2,0.1,TX,South
1557,Miramar,Florida,Medium,Bike,127,0.2,0.1,FL,South
1558,Mobile,Alabama,Medium,Bike,61,0.1,0.1,AL,South
1559,Moreno Valley,California,Medium,Bike,127,0.2,0.1,CA,West
1560,Murfreesboro,Tennessee,Medium,Bike,214,0.4,0.2,TN,South
1561,Murrieta,California,Medium,Bike,152,0.3,0.2,CA,West
1562,Naperville,Illinois,Medium,Bike,264,0.4,0.3,IL,North Central
1563,New Haven,Connecticut,Medium,Bike,1544,2.7,0.5,CT,Northeast
1564,Newport News,Virginia,Medium,Bike,351,0.4,0.2,VA,South
1565,Norman,Oklahoma,Medium,Bike,714,1.3,0.3,OK,South
1566,North Charleston,South Carolina,Medium,Bike,261,0.6,0.2,SC,South
1567,Norwalk,California,Medium,Bike,242,0.5,0.3,CA,West
1568,Oceanside,California,Medium,Bike,321,0.4,0.2,CA,West
1569,Odessa,Texas,Medium,Bike,46,0.1,0.1,TX,South
1570,Olathe,Kansas,Medium,Bike,50,0.1,0.1,KS,North Central
1571,Ontario,California,Medium,Bike,588,0.8,0.3,CA,West
1572,Orange,California,Medium,Bike,818,1.2,0.3,CA,West
1573,Overland Park,Kansas,Medium,Bike,262,0.3,0.1,KS,North Central
1574,Palm Bay,Florida,Medium,Bike,249,0.6,0.3,FL,South
1575,Palmdale,California,Medium,Bike,58,0.1,0.1,CA,West
1576,Pasadena,California,Medium,Bike,1384,2.1,0.6,CA,West
1577,Pasadena,Texas,Medium,Bike,136,0.2,0.1,TX,South
1578,Paterson,New Jersey,Medium,Bike,47,0.1,0.1,NJ,Northeast
1579,Pembroke Pines,Florida,Medium,Bike,135,0.2,0.1,FL,South
1580,Peoria,Arizona,Medium,Bike,298,0.4,0.2,AZ,West
1581,Peoria,Illinois,Medium,Bike,213,0.4,0.2,IL,North Central
1582,Pomona,California,Medium,Bike,442,0.8,0.3,CA,West
1583,Pompano Beach,Florida,Medium,Bike,523,1.2,0.4,FL,South
1584,Port St. Lucie,Florida,Medium,Bike,216,0.3,0.2,FL,South
1585,Providence,Rhode Island,Medium,Bike,923,1.2,0.3,RI,Northeast
1586,Provo,Utah,Medium,Bike,1709,3.1,0.5,UT,West
1587,Pueblo,Colorado,Medium,Bike,311,0.8,0.3,CO,West
1588,Rancho Cucamonga,California,Medium,Bike,363,0.5,0.2,CA,West
1589,Rialto,California,Medium,Bike,22,0.1,0.1,CA,West
1590,Richardson,Texas,Medium,Bike,187,0.4,0.2,TX,South
1591,Richmond,California,Medium,Bike,271,0.6,0.2,CA,West
1592,Rochester,Minnesota,Medium,Bike,387,0.7,0.2,MN,North Central
1593,Rockford,Illinois,Medium,Bike,278,0.5,0.2,IL,North Central
1594,Roseville,California,Medium,Bike,447,0.8,0.3,CA,West
1595,Round Rock,Texas,Medium,Bike,168,0.3,0.2,TX,South
1596,Salem,Oregon,Medium,Bike,1031,1.6,0.4,OR,West
1597,Salinas,California,Medium,Bike,281,0.5,0.2,CA,West
1598,Salt Lake City,Utah,Medium,Bike,2432,2.5,0.3,UT,West
1599,San Buenaventura (Ventura),California,Medium,Bike,540,1.1,0.3,CA,West
1600,Santa Clara,California,Medium,Bike,869,1.6,0.4,CA,West
1601,Santa Clarita,California,Medium,Bike,346,0.4,0.1,CA,West
1602,Santa Maria,California,Medium,Bike,402,1.0,0.3,CA,West
1603,Santa Rosa,California,Medium,Bike,944,1.2,0.4,CA,West
1604,Savannah,Georgia,Medium,Bike,672,1.2,0.4,GA,South
1605,Simi Valley,California,Medium,Bike,266,0.4,0.2,CA,West
1606,Sioux Falls,South Dakota,Medium,Bike,443,0.5,0.2,SD,North Central
1607,South Bend,Indiana,Medium,Bike,629,1.5,0.4,IN,North Central
1608,Springfield,Illinois,Medium,Bike,191,0.3,0.1,IL,North Central
1609,Springfield,Massachusetts,Medium,Bike,121,0.2,0.1,MA,Northeast
1610,Springfield,Missouri,Medium,Bike,671,0.9,0.3,MO,North Central
1611,Stamford,Connecticut,Medium,Bike,121,0.2,0.1,CT,Northeast
1612,Sterling Heights,Michigan,Medium,Bike,80,0.1,0.1,MI,North Central
1613,Sunnyvale,California,Medium,Bike,909,1.3,0.3,CA,West
1614,Surprise,Arizona,Medium,Bike,159,0.4,0.3,AZ,West
1615,Syracuse,New York,Medium,Bike,684,1.2,0.3,NY,Northeast
1616,Tallahassee,Florida,Medium,Bike,755,0.9,0.2,FL,South
1617,Temecula,California,Medium,Bike,331,0.8,0.5,CA,West
1618,Tempe,Arizona,Medium,Bike,3625,4.2,0.6,AZ,West
1619,Thornton,Colorado,Medium,Bike,222,0.4,0.2,CO,West
1620,Thousand Oaks,California,Medium,Bike,476,0.8,0.3,CA,West
1621,Topeka,Kansas,Medium,Bike,254,0.4,0.2,KS,North Central
1622,Torrance,California,Medium,Bike,312,0.4,0.2,CA,West
1623,Vallejo,California,Medium,Bike,104,0.2,0.1,CA,West
1624,Vancouver,Washington,Medium,Bike,605,0.8,0.3,WA,West
1625,Victorville,California,Medium,Bike,57,0.2,0.1,CA,West
1626,Visalia,California,Medium,Bike,339,0.7,0.4,CA,West
1627,Waco,Texas,Medium,Bike,158,0.3,0.2,TX,South
1628,Warren,Michigan,Medium,Bike,58,0.1,0.1,MI,North Central
1629,Waterbury,Connecticut,Medium,Bike,48,0.1,0.1,CT,Northeast
1630,West Covina,California,Medium,Bike,58,0.1,0.1,CA,West
1631,West Jordan,Utah,Medium,Bike,60,0.1,0.1,UT,West
1632,West Palm Beach,Florida,Medium,Bike,274,0.6,0.3,FL,South
1633,West Valley City,Utah,Medium,Bike,284,0.5,0.2,UT,West
1634,Westminster,Colorado,Medium,Bike,234,0.4,0.2,CO,West
1635,Wichita Falls,Texas,Medium,Bike,43,0.1,0.1,TX,South
1636,Wilmington,North Carolina,Medium,Bike,772,1.5,0.5,NC,South
1637,Worcester,Massachusetts,Medium,Bike,342,0.4,0.2,MA,Northeast
1638,Yonkers,New York,Medium,Bike,30,0.0,0.1,NY,Northeast
1639,Albuquerque,New Mexico,Large,Bike,3379,1.3,0.2,NM,West
1640,Anaheim,California,Large,Bike,1389,0.9,0.2,CA,West
1641,Anchorage municipality,Alaska,Large,Bike,1708,1.1,0.2,AK,West
1642,Arlington,Texas,Large,Bike,367,0.2,0.1,TX,South
1643,Atlanta,Georgia,Large,Bike,1616,0.8,0.2,GA,South
1644,Aurora,Colorado,Large,Bike,598,0.4,0.1,CO,West
1645,Austin,Texas,Large,Bike,6251,1.5,0.2,TX,South
1646,Bakersfield,California,Large,Bike,659,0.5,0.2,CA,West
1647,Baltimore,Maryland,Large,Bike,2174,0.8,0.1,MD,South
